,latitude,longitude,name
26035,12.05,8.5333,Kano
26038,13.2333,11.9833,Maine-Soroa
26042,12.1333,15.0333,Ndjamena
26049,13.4833,22.45,Geneina
26114,11.6667,92.7167,Port Blair
26151,12.3667,123.6167,Masbate
26176,14.1833,145.25,"Rota Island, N. Mariana Is, Rota International Airport"
26366,14.7333,-17.5,Dakar / Yoff
26367,13.35,-16.8,Banjul / Yundum
26370,12.55,-16.2667,Ziguinchor
26371,12.8833,-14.9667,Kolda
26372,13.7667,-13.6833,Tambacounda
26376,13.0667,-9.4667,Kita
26379,13.4,-6.15,Segou
26381,13.3333,-4.8333,San
26384,13.5667,-2.4167,Ouahigouya
26388,13.4833,2.1667,Niamey-Aero
26393,13.4667,7.0833,Maradi
26396,13.9833,10.3,Goure
26399,13.4167,12.7833,Diffa
26404,13.2167,18.3167,Ati
26406,13.85,20.85,Abeche
26411,13.6167,25.3333,El Fasher
26416,13.1667,30.2333,El Obeid
26423,12.5333,37.4333,Gondar
26449,20.6667,58.9,Masirah
26461,12.9167,74.8833,Mangalore / Bajpe
26465,12.9167,79.15,Vellore
26466,13.0,80.1833,Madras / Minambakkam
26488,12.6,102.1167,Chanthaburi
26490,13.3667,103.85,Siemreap
26496,13.7667,109.2167,Quy Nhon
26535,15.1167,145.7333,"Saipan Island, Saipan International Airport"
26656,13.7,-89.1167,San Salvador / Ilopango
26658,14.05,-87.2167,Tegucigalpa
26659,14.9,-85.9333,Catacamas
26729,14.1333,-16.0667,Kaolack
26733,14.4333,-11.4333,Kayes
26737,15.1667,-7.2833,Nara
26741,14.5167,-4.1,Mopti
26744,14.0333,-0.0333,Dori
26746,14.2,1.45,Tillabery
26750,13.8,5.25,Birni-N'Konni
26753,13.7833,8.9833,Zinder
26844,14.0167,99.5333,Kanchanaburi
26846,14.05,101.3667,Prachin Buri
26864,14.8,120.2667,Subic Bay
26869,13.5833,124.2333,Virac
27016,15.45,-87.9333,La Mesa San Pedro Sula
27020,15.2167,-83.8,Puerto Lempira
27026,17.9333,-76.7833,Kingston / Norman Manley
27038,17.7,-64.8,"Christiansted, Henry E. Rohlsen Airport"
27088,14.65,-16.2333,Diourbel
27089,15.3833,-15.1167,Linguere
27090,15.65,-13.25,Matam
27093,15.1167,-10.5667,Yelimane
27095,15.2333,-9.35,Nioro Du Sahel
27108,14.9,5.25,Tahoua
27135,15.6,32.55,Khartoum
27160,17.0333,54.0833,Salalah
27200,16.7667,96.1667,Yangon
27206,14.9667,102.0833,Nakhon Ratchasima
27270,19.2833,166.65,"Wake Island, Wake Island Army Airfield Airport"
27301,22.0333,-159.7833,Pmrf Barking Sands
27330,33.2333,-119.4667,San Nicolas Island
27370,16.75,-93.1167,"Tuxtla Gutierrez, Chis."
27371,16.25,-92.1333,"Comitan, Chis."
27372,15.3167,-91.4667,Huehuetenango
27374,15.7167,-88.6,Puerto Barrios
27376,15.7333,-86.8667,La Ceiba Airport
27384,18.5,-77.9167,Montego Bay / Sangster
27391,18.2,-71.1,Barahona
27401,16.2667,-61.5167,"Le Raizet, Guadeloupe"
27446,16.05,-16.45,Saint-Louis
27455,16.6,-7.2667,Nema
27470,16.9667,7.9833,Agadez
27481,18.0,19.1667,Faya
27505,16.9,42.5833,Gizan
27510,17.4667,47.1167,Sharurah
27538,15.85,74.6167,Belgaum / Sambra
27563,15.8,100.1667,Nakhon Sawan
27567,16.05,103.6833,Roi Et
27568,16.5333,104.7167,Mukdahan
27571,16.0333,108.1833,Da Nang
27661,21.3167,-158.0667,Kalaeloa Airport
27723,17.55,-99.5,"Chilpancingo, Gro."
27734,17.5333,-88.3,Belize / Phillip Goldston Intl. Airport
27760,17.1167,-61.7833,Vc Bird International Airport Antigua
27799,16.7333,-22.95,Sal
27807,16.65,-14.9667,Podor
27833,18.6833,12.9167,Bilma
27850,19.1667,30.4833,Dongola
27866,17.6167,44.4167,Najran
27896,16.7,74.2333,Kolhapur
27903,16.5333,80.8,Vijayawada / Gannavaram
27921,16.8833,99.15,Tak
27927,16.6667,105.0,Seno
27928,17.5167,106.5833,Dong Hoi
27930,16.4,107.6833,Hue
27940,17.5667,120.3833,Vigan
27943,16.4167,120.6,Baguio
27944,17.6167,121.7333,Tuguegarao
28086,18.15,-94.4167,"Coatzacoalcos, Ver."
28113,18.5667,-68.3667,Punta Cana
28118,18.05,-63.1167,"Juliana Airport, Saint Maarten"
28162,18.1,-15.95,Nouakchott
28222,18.2333,42.65,Abha
28224,18.3,42.8,Khamis Mushait
28235,17.6667,54.0333,Thumrait
28246,21.65,69.6667,Porbandar
28257,17.6667,75.9,Sholapur
28272,20.1333,92.8833,Sittwe
28281,18.1667,100.1667,Phrae
28283,17.95,102.5667,Vientiane
28301,18.1833,120.5333,Laoag
28312,25.8333,131.2333,Minamidaitojima
28317,24.7833,141.3167,Iwojima
28360,28.2167,-177.3667,"Sand Island, Henderson Field Airport"
28437,19.2667,-103.5833,Colima
28442,19.05,-98.1667,"Puebla, Pue."
28450,19.85,-90.55,"Campeche, Camp."
28451,18.4833,-88.3,"Chetumal, Q. Roo"
28454,20.5333,-86.9333,Cozumel / Banco Playa
28464,19.9667,-75.85,"Santiago De Cuba, Oriente"
28475,18.3333,-64.9833,C. Amalie / St. Thomas Airport
28520,20.9333,-17.0333,Nouadhibou
28580,20.3,41.6333,Al Baha
28586,20.5,45.2,Wadi Al Dawasser Airport
28613,19.1167,72.85,Bombay / Santacruz
28637,19.3,97.8333,Mae Hong Son
28642,19.2333,101.7333,Sayaboury
28661,18.3667,121.6333,Aparri
28669,24.7833,125.2833,Miyakojima
28799,20.6,-100.3833,"Queretaro, Qro."
28801,20.0833,-98.3667,Tulancingo
28886,20.5167,-13.0667,Atar
28942,19.9833,42.6167,Bisha
28990,21.4333,91.9667,Cox's Bazar
28999,19.9167,99.8333,Chiang Rai
29001,19.8833,102.1333,Luang-Prabang
29009,20.0333,110.35,Haikou
29101,21.15,-157.1,"Kaunakakai, Molokai Airport"
29151,21.5167,-104.9,"Tepic, Nay."
29160,20.95,-97.4,Tuxpan. Ver.
29168,20.9333,-89.65,Merida / lic Manuel Crecencio
29171,21.0333,-87.4167,Cancun
29182,20.7833,-76.3167,Holguin / Los Ángeles / Providencia
29268,24.55,9.4667,Djanet
29299,21.4833,40.55,Taif
29312,22.35,56.4833,Fahud
29337,21.1,79.05,Nagpur Sonegaon
29340,21.2167,81.6667,Raipur / Phundardih
29363,20.9667,105.7667,Haiphong / Cat Bi / Catbi / Dong Ya
29371,22.1667,113.5667,Taipa
29379,20.8,121.85,Itbayat
29458,21.9833,-159.3333,Lihue Airport
29515,21.8833,-102.3,"Aguascalientes, Ags."
29516,22.15,-100.9833,"San Luis Potosi, S. L. P."
29536,22.15,-80.4,"Cienfuegos, Las Villas"
29539,21.4167,-77.85,Camaguey Aeropuerto
29649,22.3667,31.6167,Abu Simbel
29655,21.7,39.1833,Jeddah King Abdul Aziz International Airport
29676,22.5333,59.4833,Sur
29688,22.3,70.7833,Rajkot
29689,21.75,72.2,Bhaunagar
29693,21.8333,76.3667,Khandwa
29708,22.2667,91.8167,Chittagong Patenga
29711,21.9833,96.1,Mandalay
29732,22.3333,114.1833,Hong Kong Inter-National Airport
29870,23.1614,-106.2648,Mazatlan / El Confital
29895,23.1333,-81.2833,"Varadero, Matanzas"
29902,24.05,-74.5333,"Cockburn Town, San Salvador"
29970,27.6667,-8.1333,Tindouf
29988,25.1333,10.15,Ghat
29997,24.2167,23.3,Kufra
30009,23.9667,32.7833,Asswan
30014,24.15,38.0667,Yenbo
30038,25.0667,61.8,Jiwani
30039,25.2667,63.4833,Pasni
30049,23.0667,72.6333,Ahmadabad
30053,23.2833,77.35,Bhopal / Bairagarh
30056,23.2,79.95,Jabalpur
30061,23.3167,85.3167,M. O. Ranchi
30065,23.1833,89.1667,Jessore
30084,22.8167,108.35,Nanning
30089,23.1667,113.3333,Guangzhou
30090,22.55,114.1,Shenzhen
30093,23.4,116.6833,Shantou
30096,22.95,120.2,Tainan Tw-Afb
30227,24.8167,-107.4,"Culiacan, Sin."
30254,24.55,-81.1,Key West Airport
30257,25.05,-77.4667,Nassau Airport
30311,27.8167,-17.8833,Hierro / Aeropuerto
30350,27.0167,14.45,Sebha
30374,24.55,39.7,Madinah
30378,24.5,44.35,Dawadmi
30392,24.4667,56.6333,Sohar Majis
30393,23.5833,58.2833,"Seeb, International Airport"
30405,23.25,69.6667,Bhuj-Rudramata
30424,24.1333,89.05,Ishurdi
30426,23.8833,91.25,Agartala
30427,24.3167,92.0,Kailashahar
30429,24.7667,93.9,Imphal Tulihal
30453,24.4833,118.0833,Xiamen
30458,24.4667,122.9833,Yonaguni Airport
30590,25.5333,-103.45,"Torreon, Coah."
30650,39.45,-31.1333,Flores Acores
30701,26.5,8.4167,Illizi
30726,25.6667,32.7,Luxor
30730,26.2,36.4667,Wejh
30736,26.3,43.7667,Gassim
30740,24.9333,46.7167,King Khaled International Airport
30743,25.3,49.4833,Al Ahsa
30748,24.4333,54.4667,Abu Dhabi Bateen Airport
30750,25.1,56.3333,Fujairah
30762,25.3833,68.4167,Hyderabad Airport
30770,25.15,75.85,Kota Aerodrome
30775,24.5667,80.8333,Satna
30776,25.45,81.7333,Allahabad / Bamhrauli
30779,24.75,84.95,Gaya
30782,25.0333,88.1333,Malda
30786,24.9,91.8833,Sylhet
30791,25.3667,97.4,Myitkyina
30797,25.0167,102.6833,Kunming
30804,25.3333,110.3,Guilin
30809,25.85,114.95,Ganzhou
30818,24.3333,124.1667,Ishigakijima
30935,31.0333,-114.85,"San Felipe, B. C. N."
30973,26.0726,-80.1527,Fort Lauderdale
30987,32.3667,-64.6833,Bermuda
31037,27.9333,-15.3833,Gran Canaria - Canary Islands
31049,27.8833,-0.2833,Adrar
31094,27.4333,41.6833,Hail
31103,26.2667,50.15,Dhahran
31111,26.6333,57.7667,Jask
31121,26.25,68.3667,Nawabshah
31126,26.3,73.0167,Jodhpur
31131,26.2333,78.25,Gwalior
31136,25.45,82.8667,Varanasi / Babatpur
31141,26.6333,88.3167,Siliguri
31159,26.5833,106.7167,Guiyang
31172,26.0833,119.2833,Fuzhou
31179,26.3333,126.8,Kumejima
31274,37.7,-123.0,Farallon Island
31302,27.3833,-109.8167,Ciudad Obregon
31376,38.5167,-28.7167,Horta / Castelo Branco Acores
31379,36.9667,-25.1667,Santa Maria Acores
31422,28.05,9.6333,In Amenas
31442,27.05,31.0167,Asyut
31445,27.15,33.7167,Hurguada
31459,28.3167,46.1167,Al Qaysumah
31463,26.2667,50.65,Bahrain International Airport
31469,27.2167,56.3667,Bandarabbass
31472,27.2,60.7,Iranshahr
31476,26.9667,64.1,Panjgur
31488,26.8167,75.8,Jaipur / Sanganer
31495,26.75,83.3667,Gorakhpur
31506,27.2333,94.1167,North Lakhimpur
31540,26.7167,127.7833,Iejima Auxiliary Ab
31541,27.4333,128.7,Okinoerabu
31670,28.7,-100.5167,"Piedras Negras, Coah."
31685,29.7167,-85.0167,Apalachicola Municipal Airport
31690,28.1,-80.65,Melbourne International
31757,28.45,-13.8667,Fuerteventura / Aeropuerto
31803,28.2333,32.6167,El Tor
31807,28.3667,36.6,Tabuk
31848,28.5667,77.1167,New Delhi / Palam
31850,28.3667,79.4,Bareilly
31856,27.7,85.3667,Kathmandu Airport
31866,28.1,95.3833,Pasighat
31887,28.6,115.9167,Nanchang
32017,29.0667,-110.95,"Hermosillo, Son."
32028,29.3667,-100.9167,Del Rio International  Airport
32035,29.2667,-94.8667,Scholes Field
32105,28.6167,-17.75,La Palma / Aeropuerto
32116,28.95,-13.6,Lanzarote / Aeropuerto
32129,29.25,0.2833,Timimoun
32133,30.5667,2.8667,El Golea
32169,29.7833,40.1,Al-Jouf
32172,29.6167,43.4833,Rafha
32178,29.2167,47.9833,Kuwait International Airport
32182,29.5333,52.5833,Shiraz
32183,28.9667,53.6833,Fasa
32190,29.4667,60.8833,Zahedan
32199,28.3,68.4667,Jacobabad
32205,29.1667,75.7333,Hissar
32221,29.6667,91.1333,Lhasa
32236,29.5167,106.4833,Chongqing
32385,30.3667,-104.0167,Marfa
32400,30.4073,-89.0701,Gulfport / Kathy Mobile Park
32402,30.3533,-87.318,Pensacola / Pleasant Grove
32416,35.15,-75.3,Diamond Shoals Coast Guard Station
32480,30.3333,-9.4,Agadir Al Massira
32482,30.9333,-6.9,Ouarzazate
32498,30.1333,9.5,Ghadames
32516,31.3333,27.2167,Mersa Matruh
32525,30.1667,35.7833,Ma'An
32531,30.9,41.1333,Arar
32538,30.55,49.2,Mahshahr / Bandar Mahshahr / Bandar-e M?hshahr
32540,30.4333,50.7667,Gach Saran Du Gunbadan
32546,30.25,56.9667,Kerman
32555,30.25,66.8833,Quetta Airport
32560,30.2,71.4333,Multan
32593,30.6667,104.0167,Chengdu
32602,30.6167,114.1333,Wuhan
32609,30.2333,120.1667,Hangzhou
32618,30.3833,130.6667,Yakushima
32744,31.3824,-103.5107,Pecos / Locker
32748,30.5167,-99.7667,Kimble County Airport
32765,30.9667,-83.2,Moody Air Force Base
32766,31.25,-82.4,Waycross / Ware County
32836,31.5167,-9.7833,Essaouira
32840,31.6167,-8.0333,Marrakech
32844,31.9333,-4.4,Errachidia
32845,31.6167,-2.2333,Bechar
32853,31.9167,5.4,Ouargla
32854,31.6667,6.15,Hassi-Messaoud
32878,31.2,29.95,Alexandria / Nouzha
32881,31.2667,32.3,Port Said
32882,31.0833,33.8167,El Arish
32885,31.4,37.2667,Guriat
32896,30.5667,47.7833,Basrah
32897,31.3333,48.6667,Ahwaz
32902,31.9,54.4,Yazd
32909,31.3333,61.4833,Zabol
32917,31.35,69.4667,Zhob
32919,31.8167,70.9167,Dera Ismail Khan
32967,32.0,118.8,Nanjing
32969,31.1667,121.4333,Shanghai / Hongqiao
33096,32.1333,-110.95,Tucson International Airport
33102,31.8333,-104.8167,Guadalupe Pass
33107,32.4198,-99.8554,Abilene / Tye
33109,32.2167,-98.1833,"Stephenville, Clark Field Municipal Airport"
33117,32.3167,-90.0667,Jackson Airport
33126,32.1167,-81.0333,Savannah Airport
33192,33.0667,-16.35,Porto Santo
33200,32.3667,-6.4,Beni-Mellal
33210,32.3833,3.8167,Ghardaia
33217,32.3167,10.4,Remada
33226,32.1,20.2667,Benina
33242,32.0,34.9,Ben-Gurion International Airport
33243,31.9833,35.9833,Amman Airport
33244,32.2,37.1333,H-5'Safawi
33246,31.6833,38.7333,Turaif
33258,32.3333,50.85,Shahre-Kord
33259,32.4667,51.7167,Esfahan
33265,32.8667,59.2,Birjand
33279,32.05,72.6667,Sukkur / Dhapsari
33281,31.55,74.3333,Lahore City
33282,31.6333,74.8667,Amritsar
33324,31.8667,117.2333,Hefei
33339,32.0833,131.45,Nyutabaru Ab
33450,32.8167,-115.65,"El Centro, Naval Air Facility"
33458,32.6333,-108.15,Silver City / Grant
33469,32.9,-97.0333,Dallas/Ft. Worth International  Airport
33475,33.4829,-90.9856,Greenville / Brighton
33486,32.9,-80.0333,Charleston Airport
33549,32.7,-16.77,Água de Pena
33558,33.3667,-7.5833,Nouasseur
33571,33.1167,6.1333,Touggourt
33574,33.9167,8.1,Tozeur
33599,34.5833,32.9833,Akrotiri
33603,33.4167,36.5167,Damascus Int. Airport
33696,32.9167,129.9167,Nagasaki Airport
33806,34.1167,-119.1167,"Nawcwpns Point Mugu, Ca"
33809,34.2962,-116.1622,Twentynine Palms / Sunfair Heights
33817,34.0167,-106.9,Socorro Municipal
33827,33.9833,-98.4928,Wichita Falls Sheppard Afb
33829,33.94,-96.39,Calera
33831,34.05,-94.4,Chapel Hill
33837,34.2667,-88.1,Tupelo Regional Airport
33916,33.5667,-7.6667,Casablanca
33918,34.05,-6.7667,Rabat-Sale
33923,34.7833,-1.9333,Oujda
33927,33.7667,2.9333,Laghouat
33930,34.8,5.7333,Biskra
33931,33.5,6.1167,El Oued
33934,34.4167,8.8167,Gafsa
33935,33.8833,10.1,Gabes
33936,33.8667,10.7667,Djerba Mellita
33952,35.4,27.1333,Karpathos Airport
33955,34.7167,32.4833,Paphos Airport
33959,34.8833,33.6333,Larnaca Airport
33960,33.8167,35.4833,Beyrouth Aeroport
33972,34.2667,47.1167,Kermanshah
33974,34.1,49.4,Arak
33976,33.9833,51.45,Kashan
34038,34.7167,113.65,Zhengzhou
34051,33.5,126.5,Cheju International Airport
34056,34.05,131.05,Ozuki Ab
34057,34.15,132.2333,"MCAS IWAKUNI,JAPAN"
34164,34.9,-120.4667,Santa Maria Public Airport
34165,34.75,-118.7167,Sandberg
34168,35.2833,-116.6167,"Fort Irwin/Barstow, Bicycle Lake Army Airfield"
34169,34.7663,-114.6233,Needles / Parker Junction
34170,35.25,-113.9333,Kingman Airport
34173,35.0333,-110.7167,Winslow Municipal Airport
34191,35.25,-93.1,Russelville Municipal Airport
34194,35.0333,-89.9833,Memphis International Airport
34199,35.0333,-85.2,Lovell Field
34206,35.0,-77.97,Grayfield Mobile Home Park
34278,35.7333,-5.9,Tanger Aerodrome
34279,35.5833,-5.3333,Tetuan / Sania Ramel
34280,35.1833,-3.85,Al Hoceima
34281,35.15,-2.9167,Nador
34283,35.0167,-1.4667,Tlemcen Zenata
34285,35.25,1.4333,Tiaret
34287,34.6833,3.25,Djelfa
34288,35.3333,4.2,Bou-Saada
34292,35.4833,8.1333,Tebessa
34294,34.7167,10.6833,Sfax El-Maou
34296,35.5,12.6,Lampedusa
34298,35.85,14.4833,Luqa
34307,35.4833,24.1167,Souda Airport
34319,35.5333,35.7667,Lattakia
34331,35.3333,47.0,Sanandaj
34332,34.85,48.5333,Hamedan
34336,35.4,51.15,Tehran International Airport
34337,35.55,53.3833,Semnan
34363,37.1333,79.9333,Hotan
34405,36.0667,120.3333,Qingdao
34408,34.9833,126.3667,Muan / Hamyo-ri
34523,36.3333,-119.95,Lemoore Naval Air Station
34526,35.6833,-117.7,Naws China Lake
34527,36.1167,-115.2667,McCarran International Airport
34533,35.65,-109.0667,Window Rock Airport
34539,36.45,-103.15,Clayton Municipal Airpark
34540,36.0226,-102.5473,Dalhart / Rehm
34550,36.2615,-93.1547,Harrison / Francis
34558,35.9513,-85.085,Crossville / Howard Springs
34563,36.1,-79.95,Piedmont Triad International  Airport
34564,35.9,-78.7667,Raleigh-Durham International  Airport
34635,37.0167,-7.9667,Faro / Aeroporto
34639,36.6667,-4.4833,Malaga / Aeropuerto
34640,35.2833,-2.95,Melilla
34644,36.2167,1.3333,Chlef
34649,35.55,6.1833,Batna
34652,36.4833,8.8,Jendouba
34653,35.6667,10.1,Kairouan
34671,36.4,28.0833,Rhodes Airport
34672,36.7,28.7833,Dalaman
34674,36.7,30.7333,Antalya
34679,36.2,36.1667,Ercan / Alvan
34680,36.1833,37.2,Aleppo International Airport
34691,36.6833,48.4833,Zanjan
34693,36.25,50.0,Ghazvin
34694,35.6833,51.35,Tehran-Mehrabad
34700,36.2167,57.6667,Sabzevar
34702,36.2667,59.6333,Mashhad
34745,36.6167,101.7667,Xining
34752,36.6,109.5,Yan An
34772,35.9,128.65,Taegu Ab
34856,40.8,-124.1667,Eureka
34883,36.7833,-119.7167,Fresno Air Terminal
34884,37.3667,-118.3667,Bishop Airport
34885,36.95,-116.05,Nevada Test Site / Sugar Bunker
34887,36.5833,-115.6667,"Indian Springs, Indian Springs Auxiliary Afld Nellis Afb"
34891,36.9333,-111.45,Page Municipal Airport
34894,37.2,-107.8167,"Durango, County"
34896,37.4333,-105.8667,San Luis Valley Regional
34902,36.4333,-99.5167,"Woodward, West Woodward Airport"
34904,37.2833,-98.55,Medicine Lodge
34909,37.2333,-93.05,Springfield-Branson National
34911,36.7667,-90.4667,Poplar Bluff / Green Forest
34922,37.3167,-79.9667,Roanoke Regional Airport
34931,39.4667,-74.0833,Atlantic City International
34933,41.2531,-70.0603,Nantucket / Surfside
34944,43.93,-60.01,Sable Island
34975,37.7333,-25.7,Ponta Delgada / Nordela Acores
34996,36.75,-6.0667,Jerez De La Fronteraaeropuerto
34997,37.15,-5.6167,Moron De La Frontera
34998,37.1833,-3.7833,Granada / Aeropuerto
34999,36.85,-2.3833,Almeria / Aeropuerto
35001,37.7833,-0.8,Murcia / San Javier
35008,36.8833,5.8167,Jijel Achouat
35009,36.9333,6.95,Skikda
35010,36.8333,7.8167,Annaba
35011,36.95,8.75,Tabarka
35012,36.8333,10.2333,Tunis-Carthage
35024,37.0667,22.0167,Kalamata Airport
35037,36.9833,35.3,Adana / Sakirpasa
35038,36.5833,36.1667,Iskenderun
35039,37.0833,37.3667,Gaziantep
35041,37.1333,38.7667,Urfa
35043,37.05,41.2167,Kamishli
35047,37.5333,45.0833,Orumieh
35052,37.2,49.6333,Rasht
35059,37.4667,57.3333,Bojnourd
35069,37.2333,67.2667,Termez
35118,36.6833,116.9833,Jinan
35129,36.9333,127.0,Pyongtaek Ab
35240,37.9,-121.2333,Stockton Metropolitan Airport
35244,38.0602,-117.0868,Tonopah / Valley View
35245,37.6167,-116.25,"Las Vegas, Tonopah Range #74 Nellis Afb"
35257,38.05,-103.5097,La Junta / La Junta Village
35269,38.1274,-91.7695,Rolla / Vichy
35275,37.9,-85.9667,Fort Knox
35280,37.8,-81.1167,Raleigh County Mem Airport
35334,38.7667,-27.1,Lajes Acores
35353,38.0167,-7.8667,Beja
35355,37.4167,-5.9,Sevilla / San Pablo
35356,37.85,-4.85,Cordoba / Aeropuerto
35359,37.95,-1.2333,Murcia / Alcantarilla
35361,38.2833,-0.55,Alicante / El Altet
35362,38.8667,1.3833,Ibiza / Es Codola
35370,37.25,9.8,Bizerte
35373,37.9167,12.5,Trapani / Birgi
35374,38.1833,13.1,Palermo / Punta Raisi
35376,38.2,15.55,Messina
35382,37.9167,21.2833,Andravida Airport
35384,38.0667,23.55,Elefsis Airport
35387,38.3333,26.1333,Chios Airport
35389,37.85,27.85,Aydin
35392,37.75,30.55,Isparta
35393,37.9667,32.55,Konya
35401,37.8833,40.1833,Diyarbakir
35402,37.8667,41.1667,Batman
35404,38.45,43.3167,Van
35407,38.0833,46.2833,Tabriz
35419,37.9667,58.3333,Ashgabat Keshi
35466,38.4833,106.2167,Yinchuan
35473,37.7833,112.55,Taiyuan
35502,38.1333,140.9167,Sendai Airport
35605,39.3,-114.85,Ely Airport (Yelland Field)
35615,38.9667,-104.8167,Air Force Academy
35622,38.65,-97.8,"Smokey Hill Gunnery Range, Ks."
35623,39.05,-96.75,"Fort Riley, Marshall Aaf Ft Riley"
35625,39.0667,-95.1333,Topeka Billard Municipal Airport
35635,39.05,-84.6667,Cincinnati/Northern Ky International
35640,38.8833,-79.85,Jennings Randolph Field
35641,38.98,-79.13,Town Hill
35668,46.66,-53.08,Cape Race
35718,38.95,-1.85,Albacete / Los Llanos
35719,39.5,-0.4667,Valencia / Aeropuerto
35723,39.55,2.7333,Palma De Mallorca / Son San Juan
35724,39.8667,4.2333,Menorca / Mahon
35729,39.25,9.0667,Cagliari / Elmas
35732,38.7,13.1833,Ustica
35736,38.9,16.25,Lamezia Terme
35739,39.6167,19.9167,Kerkyra Airport
35741,38.6167,20.7667,Aktion Airport
35743,39.2167,22.8,Anchialos Airport
35746,39.0667,26.6,Mytilini Airport
35748,38.9167,27.85,Akhisar
35749,38.6667,29.4167,Usak
35751,38.75,30.5333,Afyon
35755,38.7833,35.4833,Kayseri / Erkilet
35757,39.75,37.0167,Sivas
35758,38.4333,38.0833,Malatya / Erhac
35759,38.6,39.2833,Elazig
35784,39.0833,63.6,Chardzhev
35785,38.8,65.7167,Karshi
35795,39.4667,75.9833,Kashi
35818,39.7667,98.4833,Jiuquan
35841,38.9,121.6333,Dalian
35845,39.0333,125.7833,Pyongyang
35861,39.4333,141.1333,Hanamaki Airport
35891,52.7167,174.1167,Shemya Eareckson As
35904,51.8667,-176.6333,Adak Island Airport
35956,40.15,-122.25,Red Bluff Municipal Airport
35957,39.7954,-121.8584,Chico
35960,40.0664,-118.5652,Lovelock / Granite Point
35963,39.6042,-116.0051,Eureka / Eunice Place
35965,40.7333,-114.0333,Wendover / Air Force Auxillary Field
35968,39.6167,-110.75,Price Carbon County Airport
35969,40.3,-109.9833,Roosevelt
35985,39.7667,-94.0833,Rosecrans Memorial Airport
35995,39.8333,-84.05,Dayton / Wright-Patterson Air Force Base
35997,40.0,-82.05,Port Columbus International  Airport
36006,40.7833,-73.05,LaGuardia Airport
36068,39.8333,-8.8833,Monte Real
36076,40.4833,-3.45,Madrid / Torrejon
36089,39.9333,9.7167,Capo Bellavista
36091,40.9167,12.95,Ponza
36093,40.55,14.2,Capri
36094,40.0167,15.2833,Capo Palinuro
36096,40.4333,16.8833,Marina Di Ginosa
36097,40.2333,18.15,Lecce
36100,39.7,20.8167,Ioannina Airport
36101,40.3,21.7833,Kozani Airport
36102,40.5167,22.9667,Thessaloniki Airport
36104,39.9167,25.2333,Limnos Airport
36105,40.1333,26.4,Canakkale
36107,40.3167,27.9667,Bandirma
36108,40.1833,29.0667,Bursa
36110,39.7833,30.5667,Eskisehir
36111,40.0833,32.5667,Murted Tur-Afb
36115,40.3,36.5667,Tokat
36118,39.7333,39.5,Erzincan
36120,39.9167,41.2667,Erzurum
36122,39.7167,43.05,Agri
36144,40.1333,65.35,Navoi
36146,39.5667,66.95,Samarkand
36147,40.1167,67.8333,Dzizak
36189,40.8167,111.6833,Hohhot
36195,39.9333,116.2833,Beijing
36208,40.6667,129.2,Kimchaek
36319,40.9,-117.8,Winnemucca Municipal Airport
36322,40.8249,-115.7917,Elko / Coin
36329,41.6,-109.05,Rock Springs-Sweetwater Co
36335,41.1,-102.9833,Sidney Municipal Airport
36337,41.1167,-100.6667,North Platte Regional Airport
36341,40.8333,-96.7647,Lincoln Municipal Airport
36347,40.7832,-91.1255,Burlington / Congers Mobile Home Park
36349,41.02,-89.38,Sparland
36353,41.0,-85.0333,Fort Wayne International
36360,40.8844,-78.0873,Philipsburg / Beaver Mills
36365,41.1667,-73.1333,Sikorsky Memorial Airport
36430,41.2667,-7.7167,Vila Real
36432,40.95,-5.5,Salamanca / Matacan
36437,40.9333,-1.3,Calamocha
36439,41.15,1.1667,Reus / Aeropuerto
36440,41.2833,2.0667,Barcelona / Aeropuerto
36446,40.6333,8.2833,Alghero
36448,40.9,9.5167,Olbia / Costa Smeralda
36452,41.05,14.0667,Grazzanise
36456,40.65,17.95,Brindisi
36463,40.9833,24.6,Chrysoupoli Airport
36464,40.85,25.9167,Alexandroupoli Airport
36472,41.3667,33.7667,Kastamonu
36474,40.85,35.5833,Merzifon
36478,41.0,39.7167,Trabzon
36481,40.6,43.0833,Kars
36510,40.9833,71.5833,Namangan
36530,42.8167,93.5167,Hami
36579,41.2333,141.1333,Ominato Ab
36584,42.9833,144.4,Kushiro
36674,42.3833,-122.8833,Rogue Valley International  Airport
36689,41.8056,-107.1999,Rawlins / Sinclair
36709,41.9833,-87.9167,Chicago O’hare Airport
36714,42.03,-82.9,Harrow CDA
36715,42.25,-81.9,Erieau
36717,42.0833,-80.1833,Erie International Airport
36722,42.2,-75.15,Binghamton Regional Airport
36724,41.9333,-72.6833,Bradley International Airport
36725,42.2673,-71.8757,Worcester / West Tatnuck
36788,42.2167,-8.6333,Vigo / Peinador
36790,41.8,-6.7333,Braganca
36792,41.7167,-4.85,Valladolid / Villanubla
36793,42.3667,-3.6333,Burgos / Villafria
36796,41.6667,-1.0167,Zaragoza / Aeropuerto
36800,41.9,2.7667,Gerona / Costa Brava
36805,41.9167,8.8,Ajaccio
36808,42.3833,11.1667,Monte Argentario
36809,42.0333,11.8333,Civitavecchia
36811,42.4333,14.2,Pescara
36812,42.0,15.0,Termoli
36815,42.5667,18.2667,Dubrovnik / Cilipi
36821,42.1333,24.75,Plovdiv
36828,41.45,31.8,Zonguldak
