,latitude,longitude,name
47129,72.69,-77.97,Pond Inlet Airport
47134,70.49,-68.52,Clyde River Airport
47188,70.4833,-21.95,Scoresbysund
47233,71.0167,25.9833,Honningsvag Airport
47237,70.8667,29.0333,Berlevag
47308,71.9833,102.4667,Hatanga
47457,73.77,-105.3,Stefansson Island
47643,73.5,80.4,Ostrov Dikson
47803,73.23,-119.54,Thomsen River
47906,74.3,-20.2167,Daneborg
47931,74.5167,19.0167,Bjornoya
48158,74.14,-119.99,Nangmagvik Lake
48216,76.5333,-68.75,Thule A. B.
48544,74.72,-94.97,Resolute Bay Airport
48557,76.42,-82.9,Grise Fiord
48634,76.7667,-18.6667,Danmarkshavn
49608,78.79,-103.55,Isachsen
49995,79.99,-85.81,Eureka Airport
